NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
2153045;2024;NA;NA;;NA;;NA;NA;NA;2800308;Aracaju;28;SE;1;1;1;1;699.1;599.8;564.6;709;0;1;160;200;180;180;180;900
2764875;2024;NA;NA;;NA;;NA;NA;NA;3201308;Cariacica;32;ES;0;1;1;0;NA;363.4;529;NA;1;1;80;120;100;60;60;420
615738;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;1;1;1;1;542;557.2;611.6;522.1;0;1;120;120;120;80;120;560
1046655;2024;15574865;1505809;Portel;15;PA;2;1;1;1505809;Portel;15;PA;1;1;1;1;343.9;400.9;338;396.6;0;1;80;100;60;120;80;440
3011808;2024;NA;NA;;NA;;NA;NA;NA;3534401;Osasco;35;SP;1;1;1;1;480.5;519.8;550.9;427.1;0;1;120;120;60;80;120;500
4255082;2024;NA;NA;;NA;;NA;NA;NA;1200401;Rio Branco;12;AC;1;1;1;1;486;550.4;567.5;512.7;1;1;120;120;120;120;120;600
1129684;2024;23166185;2308401;Missão Velha;23;CE;2;1;1;2307304;Juazeiro do Norte;23;CE;1;1;1;1;350;436.8;380.1;484.3;1;1;80;120;80;120;80;480
261059;2024;35004704;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;575.8;636.1;581.1;703.1;0;1;160;200;160;200;200;920
2885879;2024;NA;NA;;NA;;NA;NA;NA;1505536;Parauapebas;15;PA;1;1;1;1;531.8;506.2;518.7;402.6;1;1;160;200;200;200;180;940
3318621;2024;NA;NA;;NA;;NA;NA;NA;3106200;Belo Horizonte;31;MG;1;1;1;1;602.5;470.8;464.9;548.9;1;1;140;180;160;140;180;800
1235173;2024;33199558;3301009;Campos dos Goytacazes;33;RJ;4;1;1;3301009;Campos dos Goytacazes;33;RJ;1;1;1;1;619.6;617.7;646.4;604.8;0;1;160;200;140;140;140;780
1059397;2024;31108987;3170404;Unaí;31;MG;2;1;1;3170404;Unaí;31;MG;1;1;1;1;554.8;589;604.5;697.5;0;1;120;120;120;120;120;600
1682234;2024;33017522;3303708;Paraíba do Sul;33;RJ;2;1;1;3303708;Paraíba do Sul;33;RJ;1;1;1;1;390.5;292.3;461.3;407.6;1;4;0;0;0;0;0;0
3819776;2024;NA;NA;;NA;;NA;NA;NA;1302603;Manaus;13;AM;1;1;1;1;481.5;561.6;526.9;455.2;1;1;120;120;80;100;60;480
4106443;2024;32043686;3202405;Guarapari;32;ES;2;1;1;3202405;Guarapari;32;ES;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
24960;2024;NA;NA;;NA;;NA;NA;NA;1501402;Belém;15;PA;1;1;1;1;571.3;547.4;571.3;447.5;1;1;120;160;140;160;140;720
349459;2024;NA;NA;;NA;;NA;NA;NA;2927408;Salvador;29;BA;1;1;1;1;418.9;407.3;415.2;415.4;1;4;0;0;0;0;0;0
468992;2024;NA;NA;;NA;;NA;NA;NA;3120904;Curvelo;31;MG;1;1;1;1;486.7;520.7;558.5;471.6;1;1;160;180;140;160;160;800
4262922;2024;NA;NA;;NA;;NA;NA;NA;3501608;Americana;35;SP;1;1;1;1;469.3;502.4;507.4;440.7;0;1;140;120;80;100;140;580
2284445;2024;NA;NA;;NA;;NA;NA;NA;3143302;Montes Claros;31;MG;1;1;1;1;590.4;562.7;578.9;558.6;0;1;80;160;120;120;100;580
2110539;2024;51036665;5103403;Cuiabá;51;MT;2;1;1;5103403;Cuiabá;51;MT;1;1;1;1;374.9;472.9;423.6;398.2;1;1;80;120;80;120;0;400
4058636;2024;NA;NA;;NA;;NA;NA;NA;3530607;Mogi das Cruzes;35;SP;1;1;1;1;450.1;437.7;498.5;385.5;0;1;80;120;120;120;80;520
2238370;2024;NA;NA;;NA;;NA;NA;NA;2706901;Pilar;27;AL;1;1;1;1;568.5;576.6;585.8;556.5;0;1;120;140;120;100;160;640
2040790;2024;NA;NA;;NA;;NA;NA;NA;5208707;Goiânia;52;GO;1;1;1;1;463.9;530.5;565.9;421.2;0;1;80;120;80;80;120;480
3129957;2024;NA;NA;;NA;;NA;NA;NA;3168606;Teófilo Otoni;31;MG;1;1;1;1;611.3;657;674.2;666.1;0;1;140;200;160;180;200;880
1600567;2024;NA;NA;;NA;;NA;NA;NA;4216602;São José;42;SC;1;1;1;1;545.2;590.6;552.8;486.8;0;1;160;160;140;120;160;740
1285865;2024;NA;NA;;NA;;NA;NA;NA;1721208;Tocantinópolis;17;TO;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2982404;2024;NA;NA;;NA;;NA;NA;NA;3202405;Guarapari;32;ES;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
247646;2024;NA;NA;;NA;;NA;NA;NA;5103403;Cuiabá;51;MT;1;1;1;1;475.4;489.2;508.8;645.9;0;1;120;160;120;160;200;760
4287676;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;1;1;1;1;467.9;506.6;527.7;416.1;1;1;120;140;100;120;120;600
3754415;2024;NA;NA;;NA;;NA;NA;NA;2927408;Salvador;29;BA;1;1;1;1;541.7;545.2;580.4;533;1;1;140;160;160;160;160;780
1517664;2024;NA;NA;;NA;;NA;NA;NA;1504703;Moju;15;PA;1;1;1;1;413;468.4;481.4;441.9;1;1;160;180;140;160;100;740
2060792;2024;31146731;3132305;Itaipé;31;MG;2;1;1;3145307;Novo Cruzeiro;31;MG;1;1;1;1;481.2;544;542.5;401;1;1;120;160;140;120;120;660
3375069;2024;NA;NA;;NA;;NA;NA;NA;3205309;Vitória;32;ES;1;1;1;1;680.8;666.7;630.3;941.7;0;1;140;200;180;200;140;860
2674610;2024;NA;NA;;NA;;NA;NA;NA;3300704;Cabo Frio;33;RJ;1;1;1;1;561.6;571.9;572.4;551.1;0;1;160;160;160;200;180;860
2259711;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;1;1;1;1;535.7;389.5;482.6;505.9;1;1;160;160;160;160;180;820
2676283;2024;15043568;1501402;Belém;15;PA;2;1;1;1501402;Belém;15;PA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3939245;2024;NA;NA;;NA;;NA;NA;NA;2702405;Delmiro Gouveia;27;AL;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1800659;2024;NA;NA;;NA;;NA;NA;NA;4321808;Três de Maio;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3814999;2024;NA;NA;;NA;;NA;NA;NA;1502103;Cametá;15;PA;1;1;1;1;374.1;327.9;367;394.8;1;1;120;160;140;180;120;720
142777;2024;15125440;1505536;Parauapebas;15;PA;2;1;1;1505536;Parauapebas;15;PA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
508549;2024;NA;NA;;NA;;NA;NA;NA;2704302;Maceió;27;AL;0;1;1;0;NA;398.1;481.6;NA;1;1;120;100;120;120;80;540
2779711;2024;NA;NA;;NA;;NA;NA;NA;1501402;Belém;15;PA;1;1;1;1;585.6;567.4;587.3;633.3;1;1;160;180;140;200;120;800
3573042;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3071565;2024;35010789;3534401;Osasco;35;SP;2;1;1;3534401;Osasco;35;SP;1;1;1;1;383.8;489.1;513.5;462.6;0;1;140;200;160;160;100;760
4138581;2024;NA;NA;;NA;;NA;NA;NA;4118204;Paranaguá;41;PR;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1785413;2024;26033089;2605152;Dormentes;26;PE;2;2;1;2600203;Afrânio;26;PE;1;1;1;1;385;398.2;432.2;412.2;1;1;120;160;120;160;80;640
959436;2024;NA;NA;;NA;;NA;NA;NA;4323002;Viamão;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
4176044;2024;NA;NA;;NA;;NA;NA;NA;3106200;Belo Horizonte;31;MG;1;1;1;1;410.2;420.8;464.8;388.8;0;1;120;160;120;120;120;640
2778597;2024;NA;NA;;NA;;NA;NA;NA;3170206;Uberlândia;31;MG;1;1;1;1;475.7;496.5;518;540.8;0;1;120;100;80;100;100;500
672109;2024;NA;NA;;NA;;NA;NA;NA;2203909;Floriano;22;PI;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
831190;2024;NA;NA;;NA;;NA;NA;NA;3138658;Lontra;31;MG;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
361832;2024;NA;NA;;NA;;NA;NA;NA;1303403;Parintins;13;AM;1;1;1;1;390.1;426.3;489.1;406.4;1;1;120;120;120;120;80;560
922018;2024;NA;NA;;NA;;NA;NA;NA;3204906;São Mateus;32;ES;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3306158;2024;NA;NA;;NA;;NA;NA;NA;3154606;Ribeirão das Neves;31;MG;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2958880;2024;NA;NA;;NA;;NA;NA;NA;3120904;Curvelo;31;MG;1;1;1;1;353.7;483.7;485.2;411.2;1;1;100;100;80;100;20;400
2342291;2024;41076710;4108304;Foz do Iguaçu;41;PR;2;1;1;4108304;Foz do Iguaçu;41;PR;1;1;1;1;494.5;441.1;486.4;428.3;0;1;120;80;120;120;80;520
2800336;2024;NA;NA;;NA;;NA;NA;NA;3152501;Pouso Alegre;31;MG;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2019556;2024;NA;NA;;NA;;NA;NA;NA;3522208;Itapecerica da Serra;35;SP;1;1;1;1;563;604.6;647.7;614.9;0;1;120;200;160;120;120;720
794781;2024;27040860;2707701;Rio Largo;27;AL;2;2;1;2707701;Rio Largo;27;AL;1;1;1;1;421;412.8;345.9;445.7;1;1;60;80;40;60;40;280
1019524;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3524367;2024;NA;NA;;NA;;NA;NA;NA;3106200;Belo Horizonte;31;MG;1;1;1;1;380.4;575.2;585.2;474;0;1;140;200;160;200;200;900
71867;2024;21126577;2112308;Tuntum;21;MA;2;1;1;2112308;Tuntum;21;MA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
4255506;2024;NA;NA;;NA;;NA;NA;NA;3519071;Hortolândia;35;SP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
620858;2024;NA;NA;;NA;;NA;NA;NA;4314407;Pelotas;43;RS;1;1;1;1;493.5;616.1;545.9;472;1;1;160;200;140;140;120;760
2984629;2024;41570936;4118204;Paranaguá;41;PR;1;1;1;4118204;Paranaguá;41;PR;1;1;1;1;582.7;593.8;582;664.4;0;1;120;140;160;140;160;720
4168590;2024;53011031;5300108;Brasília;53;DF;2;1;1;5300108;Brasília;53;DF;1;1;1;1;472.9;482.6;515.5;460.4;1;1;100;120;80;120;100;520
1892235;2024;NA;NA;;NA;;NA;NA;NA;2907103;Carinhanha;29;BA;1;1;1;1;487.8;506.3;524.9;541.8;1;1;140;160;140;160;140;740
2766246;2024;NA;NA;;NA;;NA;NA;NA;3302403;Macaé;33;RJ;1;1;1;1;529.5;474.3;506.9;552.7;0;1;120;160;120;120;60;580
3172509;2024;13032526;1303569;Rio Preto da Eva;13;AM;2;1;1;1303569;Rio Preto da Eva;13;AM;1;1;1;1;457.8;501;537.1;409.3;0;1;100;180;100;160;80;620
3277111;2024;NA;NA;;NA;;NA;NA;NA;5100250;Alta Floresta;51;MT;1;1;1;1;472.7;501.5;507.3;460.4;1;1;100;120;80;60;0;360
399550;2024;15576370;1501303;Barcarena;15;PA;2;1;1;1501303;Barcarena;15;PA;1;1;1;1;409.4;510.6;511.3;410.1;0;1;80;120;80;100;100;480
4034191;2024;NA;NA;;NA;;NA;NA;NA;2913606;Ilhéus;29;BA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2409032;2024;NA;NA;;NA;;NA;NA;NA;3147006;Paracatu;31;MG;1;1;1;1;535.8;552.5;547.3;643.1;0;1;160;160;120;160;200;800
4017720;2024;NA;NA;;NA;;NA;NA;NA;3548500;Santos;35;SP;1;1;1;1;568.7;579.1;576.1;574.8;0;1;160;180;140;140;160;780
2128777;2024;NA;NA;;NA;;NA;NA;NA;2408003;Mossoró;24;RN;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2100525;2024;52058867;5209101;Goiatuba;52;GO;2;1;1;5209101;Goiatuba;52;GO;1;1;1;1;512.8;613.1;592;474.5;1;1;120;120;100;140;140;620
1060360;2024;23265876;2313401;Tianguá;23;CE;2;1;1;2313401;Tianguá;23;CE;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3625724;2024;NA;NA;;NA;;NA;NA;NA;3205309;Vitória;32;ES;1;1;1;1;532.7;432.9;515.1;441.2;0;1;120;120;120;140;60;560
